序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url,cover
154,7号房的礼物,8.7,喜剧,剧情,32,12,85,0.228181818,#D8CCBE,0.225454545,#817361,0.194475524,#59382C,0.185734266,#C18573,0.166153846,#834632,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,https://movie.douban.com/subject/10777687/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg
155,夜与日,7.8,剧情,,32,17,62,0.391398601,#9F9283,0.212027972,#56432A,0.14006993,#F1F1F0,0.13951049,#8D6F36,0.116993007,#706662,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p606132961.jpg,https://movie.douban.com/subject/2969891/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p606132961.jpg
156,许三观,7.2,剧情,家庭,32,33,75,0.47034965,#BFA180,0.16,#8A634E,0.146713287,#E7DCD3,0.126573427,#373028,0.096363636,#B3B2AB,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2218748771.jpg,https://movie.douban.com/subject/11540651/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2218748771.jpg
157,电台之星,7.5,喜剧,,32,33,81,0.331678322,#CFAE8A,0.222377622,#161314,0.191608392,#D45E2C,0.132587413,#6B4939,0.121748252,#565246,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1261777413.jpg,https://movie.douban.com/subject/1940082/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1261777413.jpg
158,逃学威凤,6.5,喜剧,爱情,32,35,52,0.282867133,#867057,0.278601399,#110C0B,0.238881119,#553C35,0.145594406,#C2B190,0.054055944,#884E3C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1100537154.jpg,https://movie.douban.com/subject/1395455/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1100537154.jpg
159,恋爱的温度,7.4,爱情,剧情,33,3,82,0.361888112,#D1CECB,0.247202797,#55818E,0.179090909,#151315,0.178041958,#66524E,0.033776224,#762C2A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1903366973.jpg,https://movie.douban.com/subject/20279443/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1903366973.jpg
160,之后,7.5,爱情,剧情,33,5,47,0.308811189,#787572,0.255174825,#5F5C59,0.181818182,#463E3A,0.155664336,#181817,0.098531469,#6194A6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2465600801.jpg,https://movie.douban.com/subject/27018296/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2465600801.jpg
161,百万富翁的初恋,6.6,爱情,,33,8,87,0.323636364,#DED5CB,0.230559441,#CFA88A,0.156993007,#6B514D,0.152027972,#191110,0.136783217,#F2F2F4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p741160225.jpg,https://movie.douban.com/subject/2298282/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p741160225.jpg
162,犯罪少年,6.9,剧情,家庭,33,39,73,0.241958042,#BB9A73,0.236363636,#140B08,0.200699301,#8C6449,0.192937063,#503626,0.128041958,#9A6C5A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1741178594.jpg,https://movie.douban.com/subject/10594927/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1741178594.jpg
163,赤脚梦想,8.1,剧情,,33,44,74,0.327902098,#BD986B,0.257692308,#E4D4BE,0.204965035,#895132,0.121328671,#332118,0.088111888,#737271,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p515582747.jpg,https://movie.douban.com/subject/4179007/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p515582747.jpg
164,想念哥哥,7.1,剧情,战争,34,5,90,0.268531469,#E6E1DA,0.268461538,#CBAE97,0.192587413,#695540,0.136223776,#30211E,0.134195804,#2A252C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2306873413.jpg,https://movie.douban.com/subject/26348153/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2306873413.jpg
165,屏息,6.5,运动,爱情,34,5,93,0.437972028,#ECE7DF,0.301538462,#B99278,0.173216783,#372C29,0.053146853,#2139DF,0.034125874,#E9E5E0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2127334318.jpg,https://movie.douban.com/subject/24307625/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2127334318.jpg
166,杀人漫画,7.1,惊悚,悬疑,34,6,92,0.405314685,#EAE4DC,0.222797203,#BBAB9F,0.18979021,#80736B,0.11993007,#352D29,0.062167832,#262626,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1980106659.jpg,https://movie.douban.com/subject/24695966/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1980106659.jpg
167,哥哥我爱你,8.2,剧情,,34,14,74,0.37,#BEB2A3,0.308811189,#EDEDEE,0.164055944,#7C6C67,0.138531469,#171215,0.018601399,#B9B8AE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532706995.jpg,https://movie.douban.com/subject/3060325/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532706995.jpg
168,好雨时节,6.4,爱情,剧情,34,23,51,0.297832168,#817463,0.211468531,#7B9D79,0.185734266,#BDBFB7,0.156293706,#516F52,0.148671329,#DAD992,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465526682.jpg,https://movie.douban.com/subject/3401409/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465526682.jpg
169,中毒,7.1,爱情,剧情,34,37,7,0.272727273,#120F0B,0.251608392,#D0B693,0.212307692,#A28B71,0.133286713,#605245,0.13006993,#7B3B35,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1655803827.jpg,https://movie.douban.com/subject/1308491/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1655803827.jpg
170,桃李花歌,6.4,传记,历史,35,7,89,0.294195804,#E3DCD3,0.233776224,#1B1715,0.195104895,#5E4F46,0.168111888,#B39F94,0.108811189,#888370,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279609610.jpg,https://movie.douban.com/subject/25895257/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279609610.jpg
171,恋爱操作团,6.7,爱情,喜剧,35,8,89,0.359230769,#E2DBD1,0.224685315,#C2AB99,0.173916084,#341E1D,0.15020979,#846458,0.091958042,#466C51,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p594945513.jpg,https://movie.douban.com/subject/4861408/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p594945513.jpg
172,准备,7.6,剧情,,35,19,91,0.358461538,#E8D5BB,0.223076923,#D4AA71,0.169160839,#96684C,0.125734266,#3E312E,0.123566434,#1D151B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504043246.jpg,https://movie.douban.com/subject/27054071/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504043246.jpg
173,郞在远方,7.5,战争,爱情,35,21,17,0.301398601,#2B2823,0.267972028,#574E45,0.241468531,#83776A,0.11,#B4A495,0.079160839,#E7E1C6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p645938989.jpg,https://movie.douban.com/subject/3177216/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p645938989.jpg
174,人狗奇缘,8.3,剧情,儿童,35,44,86,0.291958042,#DBB37A,0.25027972,#BF7C4F,0.197132867,#E7DDCE,0.133216783,#76523F,0.127412587,#3B5272,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p547477150.jpg,https://movie.douban.com/subject/1970437/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p547477150.jpg
175,和声,8.5,剧情,,35,48,43,0.262937063,#6F593A,0.202937063,#2A1F17,0.19986014,#AB9057,0.173636364,#B5A98B,0.160629371,#41687A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p543621113.jpg,https://movie.douban.com/subject/4861627/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p543621113.jpg
176,寻找金钟旭,7.3,爱情,喜剧,36,9,93,0.396083916,#EDE4D6,0.265734266,#231921,0.166363636,#665658,0.14027972,#CAB1A4,0.031538462,#DD2E19,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1075611902.jpg,https://movie.douban.com/subject/4851900/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1075611902.jpg
177,非常主播,7.9,喜剧,剧情,36,10,90,0.310909091,#E6DDCE,0.276643357,#58433A,0.232237762,#AD9B85,0.136783217,#1D1817,0.043426573,#E6C552,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p547516194.jpg,https://movie.douban.com/subject/3550132/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p547516194.jpg
178,那年夏天,7.2,爱情,剧情,36,13,91,0.371468531,#E8DCCA,0.247902098,#D8BA95,0.155874126,#150F11,0.113986014,#AC876F,0.110769231,#BA4D48,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p700721711.jpg,https://movie.douban.com/subject/1986324/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p700721711.jpg
179,德九,7.4,家庭,,36,29,68,0.273076923,#AD997A,0.263986014,#DACFB2,0.241538462,#251718,0.167972028,#6B5B59,0.053426573,#827B7B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2514413785.jpg,https://movie.douban.com/subject/30146843/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2514413785.jpg
180,玉熙的电影,7.5,剧情,,37,1,35,0.27951049,#5A5959,0.254265734,#7C7C7A,0.22027972,#F3F2EB,0.147832168,#ABAAA3,0.098111888,#791C1B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p568745313.jpg,https://movie.douban.com/subject/4910868/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p568745313.jpg
181,你自己与你所有,6.9,剧情,,37,17,16,0.344615385,#292722,0.292517483,#3C3833,0.147552448,#CECED4,0.12,#675B57,0.095314685,#ABABA7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2388881008.jpg,https://movie.douban.com/subject/26588644/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2388881008.jpg
182,道熙呀,7.6,剧情,,37,22,8,0.245874126,#141210,0.244055944,#3D3634,0.205454545,#675F61,0.188181818,#938A91,0.116433566,#D9D4C7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2180405730.jpg,https://movie.douban.com/subject/25762566/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2180405730.jpg
183,朝我心脏开枪,7.4,剧情,,37,28,75,0.260909091,#C0AB8A,0.226923077,#A07F5A,0.18951049,#E1D8C3,0.173636364,#23221F,0.149020979,#553A2D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221281086.jpg,https://movie.douban.com/subject/25856577/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221281086.jpg
184,欢迎来到东莫村,8.1,战争,喜剧,37,40,6,0.235034965,#0E0C08,0.226293706,#D3CCC0,0.187342657,#4B3A27,0.17979021,#BBA15E,0.171538462,#D7DAD7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1171939157.jpg,https://movie.douban.com/subject/1433556/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1171939157.jpg
185,举起金刚,8.2,喜剧,剧情,38,1,98,0.331398601,#F9F9F7,0.217342657,#271F1F,0.203566434,#D9C3BA,0.143356643,#9E6F66,0.104335664,#7D3732,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312584254.jpg,https://movie.douban.com/subject/4091548/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312584254.jpg
186,好久不见,6.9,同性,,38,12,96,0.277692308,#F5EAD8,0.254965035,#E2D0AE,0.185594406,#CBAC81,0.154685315,#A68564,0.127062937,#BDBCBD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509705871.jpg,https://movie.douban.com/subject/27202765/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509705871.jpg
187,黄海,8.4,犯罪,剧情,38,20,17,0.301048951,#2C2923,0.294125874,#0C0C09,0.164545455,#5A4F45,0.128321678,#8C7D70,0.111958042,#15120F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075586949.jpg,https://movie.douban.com/subject/3743114/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075586949.jpg
188,群盗：民乱的时代,6.5,动作,古装,38,24,30,0.273426573,#4C453A,0.236013986,#25221C,0.229160839,#766C5B,0.162797203,#A79D8C,0.098601399,#1C2F29,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189123024.jpg,https://movie.douban.com/subject/20451307/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189123024.jpg
189,与犯罪的战争：坏家伙的全盛时代,7.7,犯罪,剧情,38,25,33,0.279370629,#544C3F,0.214825175,#221F1B,0.208881119,#746C59,0.202307692,#989077,0.094615385,#B0232A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1347785531.jpg,https://movie.douban.com/subject/5924362/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1347785531.jpg
190,春天,6.6,剧情,,38,48,30,0.431678322,#4C3F28,0.181818182,#87785F,0.18034965,#1D1710,0.155734266,#E0D7C6,0.05041958,#3A737D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206674898.jpg,https://movie.douban.com/subject/25890081/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206674898.jpg
191,七音符,6.6,剧情,,39,3,94,0.335314685,#F1EEEA,0.23013986,#434A45,0.215524476,#100C0B,0.129230769,#CFA67A,0.08979021,#867A69,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p701337805.jpg,https://movie.douban.com/subject/3074676/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p701337805.jpg
192,东柱,7.6,剧情,,39,7,19,0.32048951,#302F2D,0.283776224,#111110,0.195244755,#1F1E1D,0.125874126,#54504B,0.074615385,#D8DDD5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2308197725.jpg,https://movie.douban.com/subject/25856435/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2308197725.jpg
193,舞蹈皇后,7.4,喜剧,剧情,39,7,88,0.257272727,#E1DBD1,0.234265734,#C49F72,0.204685315,#6C5848,0.166503497,#1A1619,0.137272727,#449647,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166639533.jpg,https://movie.douban.com/subject/5985887/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166639533.jpg
194,娘家母亲,8.5,剧情,,39,25,85,0.273636364,#DAC6A2,0.239090909,#B68F68,0.235944056,#71432D,0.164265734,#F5F2E4,0.087062937,#655947,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p624762165.jpg,https://movie.douban.com/subject/4902937/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p624762165.jpg
195,建筑学概论,7.5,爱情,,40,9,92,0.291328671,#EBE4D6,0.28034965,#C0A589,0.191748252,#291F15,0.190909091,#835B45,0.045664336,#B2CB91,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1854317752.jpg,https://movie.douban.com/subject/6900092/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1854317752.jpg
196,换季期,7.5,同性,家庭,40,14,72,0.343216783,#B7AE9D,0.206223776,#CEA588,0.177062937,#EFECE0,0.145804196,#9B806C,0.127692308,#6B523C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512189868.jpg,https://movie.douban.com/subject/26870023/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512189868.jpg
197,柏林,7.3,动作,惊悚,40,33,23,0.334335664,#3B3427,0.233496503,#15130F,0.179300699,#675B49,0.136643357,#9E9381,0.116223776,#FFFFFE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1839794234.jpg,https://movie.douban.com/subject/6886518/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1839794234.jpg
198,桌子,7.1,剧情,,41,3,16,0.324335664,#282827,0.217412587,#575B61,0.215174825,#4B3E36,0.121888112,#886A4E,0.121188811,#C0BCB5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2495038494.jpg,https://movie.douban.com/subject/26803993/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2495038494.jpg
199,那小子真帅,6.7,爱情,喜剧,41,81,97,0.381958042,#F8B930,0.214125874,#161412,0.177552448,#B9764D,0.124615385,#457273,0.101748252,#8D8F89,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173213167.jpg,https://movie.douban.com/subject/1390020/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173213167.jpg
200,西洋古董洋果子店,7.1,同性,喜剧,42,3,95,0.449300699,#F2F0EB,0.23013986,#D4BCA7,0.186573427,#907769,0.114615385,#342E2B,0.019370629,#9E4D2E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2097974457.jpg,https://movie.douban.com/subject/3158429/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2097974457.jpg
201,一定要抓住,6.6,犯罪,惊悚,42,14,74,0.311118881,#BDB6A3,0.252517483,#121417,0.252447552,#3A3B3C,0.138111888,#796F5E,0.045804196,#A57161,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503047567.jpg,https://movie.douban.com/subject/26945132/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503047567.jpg
202,白兰,7.3,爱情,剧情,42,66,59,0.303426573,#967834,0.261258741,#C1A670,0.168601399,#DFD5B8,0.153286713,#0F0505,0.113426573,#822D13,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2182856002.jpg,https://movie.douban.com/subject/1299878/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2182856002.jpg
203,色即是空,7.2,喜剧,情色,43,4,97,0.277342657,#F7F3EB,0.242517483,#C69A69,0.221748252,#DEC9B0,0.156783217,#B46955,0.101608392,#3B7B5C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p642733653.jpg,https://movie.douban.com/subject/1305279/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p642733653.jpg
204,海边的女人,7.4,爱情,喜剧,43,8,68,0.276503497,#AEAAA0,0.263986014,#FBFCFB,0.247552448,#D1D2CE,0.159020979,#223A4B,0.052937063,#A7961F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2054854287.jpg,https://movie.douban.com/subject/1853749/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2054854287.jpg
205,田禹治,7.2,奇幻,动作,43,21,9,0.338601399,#181613,0.24993007,#373B36,0.208041958,#B9BCB9,0.145664336,#7B7971,0.057762238,#DF8B28,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p458639341.jpg,https://movie.douban.com/subject/3176525/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p458639341.jpg
206,剧场前,7.4,剧情,,44,1,96,0.421888112,#F5F4F2,0.216433566,#171313,0.165244755,#B3AFA7,0.146363636,#5F5D57,0.05006993,#E9DECD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p606123335.jpg,https://movie.douban.com/subject/1417309/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p606123335.jpg
207,因为爱,6.4,喜剧,爱情,44,2,97,0.276713287,#F8F7F3,0.246643357,#1B1C20,0.209440559,#F5C317,0.146503497,#C29370,0.120699301,#6F8141,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2425789097.jpg,https://movie.douban.com/subject/26374696/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2425789097.jpg
208,女人贞慧,7.5,剧情,,44,3,97,0.42013986,#F7F5EF,0.233286713,#99947C,0.133496503,#CDC2AB,0.13041958,#1A1816,0.082657343,#806A69,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p856109140.jpg,https://movie.douban.com/subject/1308990/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p856109140.jpg
209,夜间飞行,8.1,同性,爱情,44,9,91,0.348811189,#E7E1D2,0.226923077,#A47B5B,0.164615385,#EBD4B0,0.142307692,#63444C,0.117342657,#B38860,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2199463387.jpg,https://movie.douban.com/subject/25823035/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2199463387.jpg
210,韩塞尔与葛雷特,7,恐怖,悬疑,44,28,22,0.265034965,#383428,0.256853147,#1A1812,0.217202797,#565243,0.150909091,#807762,0.11,#57666E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628104789.jpg,https://movie.douban.com/subject/3001142/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628104789.jpg
211,高跟鞋,6.7,动作,剧情,45,18,88,0.241468531,#E1D6B8,0.231888112,#221C2D,0.22034965,#1E367E,0.16041958,#847167,0.145874126,#9EAFB6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181250584.jpg,https://movie.douban.com/subject/21937449/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181250584.jpg
212,春夏秋冬又一春,8.5,剧情,,46,1,97,0.450979021,#F7F7F6,0.160909091,#FAF9F9,0.156713287,#FAFAFA,0.124965035,#FFFFFF,0.106433566,#AFACB4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p673188209.jpg,https://movie.douban.com/subject/1316580/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p673188209.jpg
213,现在去见你,8.1,爱情,奇幻,46,4,94,0.236503497,#F1EFE8,0.22027972,#36364E,0.217692308,#B6B5B9,0.165664336,#90847F,0.15986014,#C6C0C2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2514384737.jpg,https://movie.douban.com/subject/27018285/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2514384737.jpg
214,登陆之日,7.2,战争,剧情,46,8,67,0.257972028,#ABA89D,0.214195804,#4A463F,0.21048951,#89867B,0.207202797,#68645B,0.11013986,#E1E0DB,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1301881139.jpg,https://movie.douban.com/subject/4313109/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1301881139.jpg
215,方糖,8,剧情,爱情,188,6,89,0.311343284,#D4E0E2,0.236567164,#110F0F,0.179626866,#453F34,0.175597015,#757357,0.175597015,#757357,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p699062958.jpg,https://movie.douban.com/subject/1850797/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p699063492.jpg
216,崭新的生活,7.8,剧情,,46,11,49,0.316713287,#7D7A6F,0.201538462,#283034,0.19006993,#ACA59A,0.180699301,#545858,0.110979021,#DBD7CF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p547686792.jpg,https://movie.douban.com/subject/3212133/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p547686792.jpg
217,生活的发现,7.7,剧情,,46,20,80,0.326573427,#CBC2A2,0.313986014,#140E0F,0.132027972,#B27C58,0.123566434,#60574B,0.103846154,#ECCA32,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p606119777.jpg,https://movie.douban.com/subject/1305561/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p606119777.jpg
218,极秘搜查,6.8,犯罪,剧情,47,8,91,0.315244755,#E8E4D6,0.215454545,#8D5222,0.157552448,#130A07,0.156713287,#4D2F1C,0.155034965,#9D7865,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2244117940.jpg,https://movie.douban.com/subject/25856626/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2244117940.jpg
219,樱桃小番茄,7.8,剧情,,47,12,77,0.381608392,#C3BEAC,0.228041958,#F2F1EE,0.160839161,#25211D,0.128601399,#746656,0.100909091,#303445,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p695605899.jpg,https://movie.douban.com/subject/5155795/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p695605899.jpg
220,奶奶一年级,7.5,剧情,,47,15,94,0.404615385,#EEE7CA,0.212377622,#DDC261,0.208671329,#B1A18D,0.104195804,#4C3E4B,0.07013986,#814833,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2023398044.jpg,https://movie.douban.com/subject/10740231/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2023398044.jpg
221,拯救地球！,7.5,科幻,,47,56,79,0.286783217,#CAB158,0.232307692,#18110D,0.207692308,#796245,0.187412587,#C6774B,0.085804196,#C3C1C0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496244908.jpg,https://movie.douban.com/subject/1303252/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496244908.jpg
222,优雅的谎言,7.5,剧情,悬疑,48,27,16,0.285104895,#29261E,0.233076923,#B1A16A,0.210629371,#5B583A,0.160839161,#DBD2C0,0.11034965,#BFADA3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2171002420.jpg,https://movie.douban.com/subject/23712691/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2171002420.jpg
223,中国城,7,剧情,,49,15,10,0.525034965,#191815,0.166083916,#4B4034,0.129090909,#173922,0.097832168,#A59981,0.081958042,#9E4062,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2239933990.jpg,https://movie.douban.com/subject/25890078/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2239933990.jpg
224,七天,7.5,犯罪,惊悚,50,6,3,0.399230769,#080808,0.161958042,#252321,0.158181818,#897E77,0.148741259,#4E4844,0.131888112,#6E5279,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p642667992.jpg,https://movie.douban.com/subject/2999500/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p642667992.jpg
225,我的野蛮初恋,6.3,喜剧,爱情,50,6,76,0.307762238,#C2C0B6,0.2,#D23515,0.16951049,#7D4E38,0.164895105,#150D12,0.157832168,#B22824,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1302516201.jpg,https://movie.douban.com/subject/1307289/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1302516201.jpg
226,公路电影,7.5,同性,爱情,50,6,93,0.28951049,#EEECE0,0.275664336,#0C0806,0.174895105,#C0BCA7,0.139160839,#5C392B,0.120769231,#AE4C6C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751057366.jpg,https://movie.douban.com/subject/1306072/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751057366.jpg
227,密阳,7.8,剧情,,50,11,92,0.295034965,#ECE8D2,0.205944056,#BDB195,0.195804196,#18150D,0.186993007,#4F4A37,0.116223776,#BEBFBB,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p454143199.jpg,https://movie.douban.com/subject/1853770/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p454143199.jpg
228,小王子,7.5,剧情,,50,34,8,0.358041958,#15140E,0.256503497,#4B534A,0.161818182,#B2B1A9,0.144755245,#6F3124,0.078881119,#B5AC5D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p671372638.jpg,https://movie.douban.com/subject/3017865/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p671372638.jpg
229,钱袋,6.6,喜剧,犯罪,51,1,99,0.513216783,#FCFCFA,0.195174825,#121212,0.131888112,#434343,0.07993007,#B0ADA8,0.07979021,#B1C1DC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517679350.jpg,https://movie.douban.com/subject/26767358/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517679350.jpg
230,如此美好,7.3,爱情,喜剧,51,6,88,0.352237762,#E0DED3,0.231188811,#BAA185,0.173566434,#6F6142,0.157062937,#3D3127,0.085944056,#DDDDD6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220697023.jpg,https://movie.douban.com/subject/25843352/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220697023.jpg
